stakeholder_ids,goal_ids,use_case_ids,requirement_id,architecture_element_ids,interface_schema_or_state_ids,adr_ids,task_id,test_id,evidence_artifact
STAKE-001;STAKE-003,GOAL-002,UC-010,OBS-008,ARC-OBS-CMD;ARC-OBS-HTTP,ARC-OBS-CMD;ARC-OBS-HTTP,,TASK-0503,VT-OBS-008,validation/evidence/VT-OBS-008.json
STAKE-001;STAKE-003,GOAL-002,UC-010,OBS-008,ARC-OBS-CMD;ARC-OBS-HTTP,ARC-OBS-CMD;ARC-OBS-HTTP,,TASK-0504,VT-OBS-008,validation/evidence/VT-OBS-008.json
STAKE-001;STAKE-003,GOAL-002,UC-010,OBS-009,ARC-OBS-CMD;ARC-OBS-HTTP,ARC-OBS-CMD;ARC-OBS-HTTP,,TASK-0501,VT-OBS-009,validation/evidence/VT-OBS-009.json
STAKE-001;STAKE-003,GOAL-002,UC-010,OBS-009,ARC-OBS-CMD;ARC-OBS-HTTP,ARC-OBS-CMD;ARC-OBS-HTTP,,TASK-0503,VT-OBS-009,validation/evidence/VT-OBS-009.json
STAKE-001;STAKE-003,GOAL-002,UC-010,OBS-010,ARC-OBS-CMD;ARC-OBS-HTTP,ARC-OBS-CMD;ARC-OBS-HTTP,,TASK-0106,VT-OBS-010,validation/evidence/VT-OBS-010.json
STAKE-001;STAKE-003,GOAL-002,UC-010,OBS-010,ARC-OBS-CMD;ARC-OBS-HTTP,ARC-OBS-CMD;ARC-OBS-HTTP,,TASK-0503,VT-OBS-010,validation/evidence/VT-OBS-010.json
STAKE-001;STAKE-003,GOAL-002,UC-010,OBS-011,ARC-OBS-CMD;ARC-OBS-HTTP,ARC-OBS-CMD;ARC-OBS-HTTP,ADR-003,TASK-0306,VT-OBS-011,validation/evidence/VT-OBS-011.json
STAKE-001;STAKE-003,GOAL-002,UC-010,OBS-011,ARC-OBS-CMD;ARC-OBS-HTTP,ARC-OBS-CMD;ARC-OBS-HTTP,ADR-003,TASK-0503,VT-OBS-011,validation/evidence/VT-OBS-011.json
STAKE-001;STAKE-003,GOAL-002,UC-010,OBS-012,ARC-OBS-CMD;ARC-OBS-HTTP,ARC-OBS-CMD;ARC-OBS-HTTP,,TASK-0501,VT-OBS-012,validation/evidence/VT-OBS-012.json
STAKE-001;STAKE-003,GOAL-002,UC-010,OBS-012,ARC-OBS-CMD;ARC-OBS-HTTP,ARC-OBS-CMD;ARC-OBS-HTTP,,TASK-0504,VT-OBS-012,validation/evidence/VT-OBS-012.json
STAKE-001;STAKE-003,GOAL-002,UC-010,OBS-013,ARC-OBS-CMD;ARC-OBS-HTTP,ARC-OBS-CMD;ARC-OBS-HTTP,,TASK-0501,VT-OBS-013,validation/evidence/VT-OBS-013.json
STAKE-001;STAKE-003,GOAL-002,UC-010,OBS-013,ARC-OBS-CMD;ARC-OBS-HTTP,ARC-OBS-CMD;ARC-OBS-HTTP,,TASK-0701,VT-OBS-013,validation/evidence/VT-OBS-013.json
STAKE-001;STAKE-003,GOAL-002,UC-010,OBS-014,ARC-OBS-CMD;ARC-OBS-HTTP,ARC-OBS-CMD;ARC-OBS-HTTP,,TASK-0501,VT-OBS-014,validation/evidence/VT-OBS-014.json
STAKE-001;STAKE-003,GOAL-002,UC-010,OBS-015,ARC-OBS-CMD;ARC-OBS-HTTP,ARC-OBS-CMD;ARC-OBS-HTTP,,TASK-0501,VT-OBS-015,validation/evidence/VT-OBS-015.json
STAKE-001;STAKE-003,GOAL-002,UC-010,OBS-016,ARC-OBS-CMD;ARC-OBS-HTTP,ARC-OBS-CMD;ARC-OBS-HTTP,,TASK-0501,VT-OBS-016,validation/evidence/VT-OBS-016.json
STAKE-001;STAKE-003,GOAL-002,UC-010,OBS-016,ARC-OBS-CMD;ARC-OBS-HTTP,ARC-OBS-CMD;ARC-OBS-HTTP,,TASK-0504,VT-OBS-016,validation/evidence/VT-OBS-016.json
STAKE-001;STAKE-003,GOAL-002,UC-010,OBS-016,ARC-OBS-CMD;ARC-OBS-HTTP,ARC-OBS-CMD;ARC-OBS-HTTP,,TASK-0509,VT-OBS-016,validation/evidence/VT-OBS-016.json
STAKE-001;STAKE-003,GOAL-002,UC-010,OBS-017,ARC-OBS-CMD;ARC-OBS-HTTP,ARC-OBS-CMD;ARC-OBS-HTTP,,TASK-0104,VT-OBS-017,validation/evidence/VT-OBS-017.json
STAKE-001;STAKE-003,GOAL-002,UC-010,OBS-017,ARC-OBS-CMD;ARC-OBS-HTTP,ARC-OBS-CMD;ARC-OBS-HTTP,,TASK-0504,VT-OBS-017,validation/evidence/VT-OBS-017.json
STAKE-001;STAKE-003,GOAL-002,UC-010,OBS-018,ARC-OBS-CMD;ARC-OBS-HTTP,ARC-OBS-CMD;ARC-OBS-HTTP,,TASK-0504,VT-OBS-018,validation/evidence/VT-OBS-018.json
STAKE-001;STAKE-003,GOAL-002,UC-010,OBS-019,ARC-OBS-CMD;ARC-OBS-HTTP,ARC-OBS-CMD;ARC-OBS-HTTP,,TASK-0502,VT-OBS-019,validation/evidence/VT-OBS-019.json
STAKE-001;STAKE-003,GOAL-002,UC-010,OBS-019,ARC-OBS-CMD;ARC-OBS-HTTP,ARC-OBS-CMD;ARC-OBS-HTTP,,TASK-0503,VT-OBS-019,validation/evidence/VT-OBS-019.json
STAKE-001;STAKE-003,GOAL-002,UC-010,OBS-019,ARC-OBS-CMD;ARC-OBS-HTTP,ARC-OBS-CMD;ARC-OBS-HTTP,,TASK-0601,VT-OBS-019,validation/evidence/VT-OBS-019.json
STAKE-001;STAKE-003,GOAL-002,UC-010,OBS-020,ARC-OBS-CMD;ARC-OBS-HTTP,ARC-OBS-CMD;ARC-OBS-HTTP,,TASK-0501,VT-OBS-020,validation/evidence/VT-OBS-020.json
STAKE-001;STAKE-003,GOAL-002,UC-010,OBS-020,ARC-OBS-CMD;ARC-OBS-HTTP,ARC-OBS-CMD;ARC-OBS-HTTP,,TASK-0508,VT-OBS-020,validation/evidence/VT-OBS-020.json
STAKE-001;STAKE-003,GOAL-002,UC-010,OBS-021,ARC-OBS-CMD;ARC-OBS-HTTP,ARC-OBS-CMD;ARC-OBS-HTTP,,TASK-0810,VT-OBS-021,validation/evidence/VT-OBS-021.json
STAKE-001;STAKE-003,GOAL-002,UC-010,OBS-022,ARC-OBS-CMD;ARC-OBS-HTTP,ARC-OBS-CMD;ARC-OBS-HTTP,,TASK-0810,VT-OBS-022,validation/evidence/VT-OBS-022.json
STAKE-001;STAKE-002,GOAL-002,UC-011,ASSERT-001,ARC-ASSERT,IF-ASSERT,,TASK-0505,VT-ASSERT-001,validation/evidence/VT-ASSERT-001.json
STAKE-001;STAKE-002,GOAL-002,UC-011,ASSERT-002,ARC-ASSERT,ARC-ASSERT,,TASK-0505,VT-ASSERT-002,validation/evidence/VT-ASSERT-002.json
STAKE-001;STAKE-002,GOAL-002,UC-011,ASSERT-003,ARC-ASSERT,ARC-ASSERT,,TASK-0308,VT-ASSERT-003,validation/evidence/VT-ASSERT-003.json
STAKE-001;STAKE-002,GOAL-002,UC-011,ASSERT-003,ARC-ASSERT,ARC-ASSERT,,TASK-0505,VT-ASSERT-003,validation/evidence/VT-ASSERT-003.json
STAKE-001;STAKE-002,GOAL-002,UC-011,ASSERT-004,ARC-ASSERT,ARC-ASSERT,,TASK-0506,VT-ASSERT-004,validation/evidence/VT-ASSERT-004.json
STAKE-001;STAKE-002,GOAL-002,UC-011,ASSERT-005,ARC-ASSERT,ARC-ASSERT,,TASK-0506,VT-ASSERT-005,validation/evidence/VT-ASSERT-005.json
STAKE-001;STAKE-002,GOAL-002,UC-011,ASSERT-006,ARC-ASSERT,ARC-ASSERT,,TASK-0506,VT-ASSERT-006,validation/evidence/VT-ASSERT-006.json
STAKE-001;STAKE-002,GOAL-002,UC-011,ASSERT-007,ARC-ASSERT,ARC-ASSERT,,TASK-0506,VT-ASSERT-007,validation/evidence/VT-ASSERT-007.json
STAKE-001;STAKE-002,GOAL-002,UC-011,ASSERT-008,ARC-ASSERT,ARC-ASSERT,,TASK-0506,VT-ASSERT-008,validation/evidence/VT-ASSERT-008.json
STAKE-001;STAKE-002,GOAL-002,UC-011,ASSERT-009,ARC-ASSERT,IF-ASSERT,ADR-010,TASK-0506,VT-ASSERT-009,validation/evidence/VT-ASSERT-009.json
STAKE-001;STAKE-002,GOAL-002,UC-011,ASSERT-010,ARC-ASSERT,ARC-ASSERT,,TASK-0507,VT-ASSERT-010,validation/evidence/VT-ASSERT-010.json
STAKE-001;STAKE-002,GOAL-002,UC-011,ASSERT-011,ARC-ASSERT,ARC-ASSERT,,TASK-0507,VT-ASSERT-011,validation/evidence/VT-ASSERT-011.json
STAKE-001;STAKE-002,GOAL-002,UC-011,ASSERT-012,ARC-ASSERT,ARC-ASSERT,,TASK-0504,VT-ASSERT-012,validation/evidence/VT-ASSERT-012.json
STAKE-001;STAKE-002,GOAL-002,UC-011,ASSERT-012,ARC-ASSERT,ARC-ASSERT,,TASK-0507,VT-ASSERT-012,validation/evidence/VT-ASSERT-012.json
STAKE-001;STAKE-002,GOAL-002,UC-011,ASSERT-013,ARC-ASSERT,ARC-ASSERT,,TASK-0508,VT-ASSERT-013,validation/evidence/VT-ASSERT-013.json
STAKE-001;STAKE-002,GOAL-002,UC-011,ASSERT-014,ARC-ASSERT,ARC-ASSERT,,TASK-0508,VT-ASSERT-014,validation/evidence/VT-ASSERT-014.json
STAKE-001;STAKE-002,GOAL-002,UC-011,ASSERT-015,ARC-ASSERT,ARC-ASSERT,,TASK-0508,VT-ASSERT-015,validation/evidence/VT-ASSERT-015.json
STAKE-001;STAKE-002,GOAL-002,UC-011,ASSERT-016,ARC-ASSERT,ARC-ASSERT,,TASK-0501,VT-ASSERT-016,validation/evidence/VT-ASSERT-016.json
STAKE-001;STAKE-002,GOAL-002,UC-011,ASSERT-016,ARC-ASSERT,ARC-ASSERT,,TASK-0508,VT-ASSERT-016,validation/evidence/VT-ASSERT-016.json
STAKE-001;STAKE-002,GOAL-002,UC-011,ASSERT-017,ARC-ASSERT,ARC-ASSERT,,TASK-0810,VT-ASSERT-017,validation/evidence/VT-ASSERT-017.json
STAKE-002;STAKE-004,GOAL-005,UC-007;UC-008;UC-012,REPORT-001,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,IF-REPORT,ADR-025,TASK-0109,VT-REPORT-001,validation/evidence/VT-REPORT-001.json
STAKE-002;STAKE-004,GOAL-005,UC-007;UC-008;UC-012,REPORT-001,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,IF-REPORT,ADR-025,TASK-0601,VT-REPORT-001,validation/evidence/VT-REPORT-001.json
STAKE-002;STAKE-004,GOAL-005,UC-007;UC-008;UC-012,REPORT-002,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,,TASK-0601,VT-REPORT-002,validation/evidence/VT-REPORT-002.json
STAKE-002;STAKE-004,GOAL-005,UC-007;UC-008;UC-012,REPORT-003,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,ADR-015,TASK-0601,VT-REPORT-003,validation/evidence/VT-REPORT-003.json
STAKE-002;STAKE-004,GOAL-005,UC-007;UC-008;UC-012,REPORT-004,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,ADR-015,TASK-0601,VT-REPORT-004,validation/evidence/VT-REPORT-004.json
STAKE-002;STAKE-004,GOAL-005,UC-007;UC-008;UC-012,REPORT-005,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,IF-REPORT,ADR-015,TASK-0601,VT-REPORT-005,validation/evidence/VT-REPORT-005.json
STAKE-002;STAKE-004,GOAL-005,UC-007;UC-008;UC-012,REPORT-005,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,IF-REPORT,ADR-015,TASK-0602,VT-REPORT-005,validation/evidence/VT-REPORT-005.json
STAKE-002;STAKE-004,GOAL-005,UC-007;UC-008;UC-012,REPORT-006,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,ADR-025,TASK-0601,VT-REPORT-006,validation/evidence/VT-REPORT-006.json
STAKE-002;STAKE-004,GOAL-005,UC-007;UC-008;UC-012,REPORT-007,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,ADR-015,TASK-0003,VT-REPORT-007,validation/evidence/VT-REPORT-007.json
STAKE-002;STAKE-004,GOAL-005,UC-007;UC-008;UC-012,REPORT-007,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,ADR-015,TASK-0601,VT-REPORT-007,validation/evidence/VT-REPORT-007.json
STAKE-002;STAKE-004,GOAL-005,UC-007;UC-008;UC-012,REPORT-008,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,,TASK-0601,VT-REPORT-008,validation/evidence/VT-REPORT-008.json
STAKE-002;STAKE-004,GOAL-005,UC-007;UC-008;UC-012,REPORT-008,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,,TASK-0606,VT-REPORT-008,validation/evidence/VT-REPORT-008.json
STAKE-002;STAKE-004,GOAL-005,UC-007;UC-008;UC-012,REPORT-009,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,,TASK-0601,VT-REPORT-009,validation/evidence/VT-REPORT-009.json
STAKE-002;STAKE-004,GOAL-005,UC-007;UC-008;UC-012,REPORT-009,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,,TASK-0603,VT-REPORT-009,validation/evidence/VT-REPORT-009.json
STAKE-002;STAKE-004,GOAL-005,UC-007;UC-008;UC-012,REPORT-009,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,,TASK-0604,VT-REPORT-009,validation/evidence/VT-REPORT-009.json
STAKE-002;STAKE-004,GOAL-005,UC-007;UC-008;UC-012,REPORT-010,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,,TASK-0603,VT-REPORT-010,validation/evidence/VT-REPORT-010.json
STAKE-002;STAKE-004,GOAL-005,UC-007;UC-008;UC-012,REPORT-011,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,ADR-025,TASK-0603,VT-REPORT-011,validation/evidence/VT-REPORT-011.json
STAKE-002;STAKE-004,GOAL-005,UC-007;UC-008;UC-012,REPORT-012,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,,TASK-0603,VT-REPORT-012,validation/evidence/VT-REPORT-012.json
STAKE-002;STAKE-004,GOAL-005,UC-007;UC-008;UC-012,REPORT-013,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,,TASK-0603,VT-REPORT-013,validation/evidence/VT-REPORT-013.json
STAKE-002;STAKE-004,GOAL-005,UC-007;UC-008;UC-012,REPORT-014,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,,TASK-0603,VT-REPORT-014,validation/evidence/VT-REPORT-014.json
STAKE-002;STAKE-004,GOAL-005,UC-007;UC-008;UC-012,REPORT-015,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,ADR-025,TASK-0603,VT-REPORT-015,validation/evidence/VT-REPORT-015.json
STAKE-002;STAKE-004,GOAL-005,UC-007;UC-008;UC-012,REPORT-016,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,,TASK-0603,VT-REPORT-016,validation/evidence/VT-REPORT-016.json
STAKE-002;STAKE-004,GOAL-005,UC-007;UC-008;UC-012,REPORT-017,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,,TASK-0604,VT-REPORT-017,validation/evidence/VT-REPORT-017.json
STAKE-002;STAKE-004,GOAL-005,UC-007;UC-008;UC-012,REPORT-018,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,,TASK-0604,VT-REPORT-018,validation/evidence/VT-REPORT-018.json
STAKE-002;STAKE-004,GOAL-005,UC-007;UC-008;UC-012,REPORT-019,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,,TASK-0604,VT-REPORT-019,validation/evidence/VT-REPORT-019.json
STAKE-002;STAKE-004,GOAL-005,UC-007;UC-008;UC-012,REPORT-020,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,,TASK-0601,VT-REPORT-020,validation/evidence/VT-REPORT-020.json
STAKE-002;STAKE-004,GOAL-005,UC-007;UC-008;UC-012,REPORT-020,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,,TASK-0604,VT-REPORT-020,validation/evidence/VT-REPORT-020.json
STAKE-002;STAKE-004,GOAL-005,UC-007;UC-008;UC-012,REPORT-021,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,,TASK-0605,VT-REPORT-021,validation/evidence/VT-REPORT-021.json
STAKE-002;STAKE-004,GOAL-005,UC-007;UC-008;UC-012,REPORT-022,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,,TASK-0602,VT-REPORT-022,validation/evidence/VT-REPORT-022.json
STAKE-002;STAKE-004,GOAL-005,UC-007;UC-008;UC-012,REPORT-023,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,ARC-REPORT-JSON;ARC-REPORT-JUNIT;ARC-REPORT-HTML,,TASK-0809,VT-REPORT-023,validation/evidence/VT-REPORT-023.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-001,ARC-TARGET;ARC-SECRET,IF-HTTP,ADR-014,TASK-0305,VT-SEC-001,validation/evidence/VT-SEC-001.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-001,ARC-TARGET;ARC-SECRET,IF-HTTP,ADR-014,TASK-0805,VT-SEC-001,validation/evidence/VT-SEC-001.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-002,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,ADR-014,TASK-0305,VT-SEC-002,validation/evidence/VT-SEC-002.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-002,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,ADR-014,TASK-0805,VT-SEC-002,validation/evidence/VT-SEC-002.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-003,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,ADR-014,TASK-0305,VT-SEC-003,validation/evidence/VT-SEC-003.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-003,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,ADR-014,TASK-0307,VT-SEC-003,validation/evidence/VT-SEC-003.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-003,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,ADR-014,TASK-0805,VT-SEC-003,validation/evidence/VT-SEC-003.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-004,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,ADR-014,TASK-0307,VT-SEC-004,validation/evidence/VT-SEC-004.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-004,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,ADR-014,TASK-0805,VT-SEC-004,validation/evidence/VT-SEC-004.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-005,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0305,VT-SEC-005,validation/evidence/VT-SEC-005.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-005,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0805,VT-SEC-005,validation/evidence/VT-SEC-005.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-006,ARC-TARGET;ARC-SECRET,IF-OBSERVER-CMD,,TASK-0306,VT-SEC-006,validation/evidence/VT-SEC-006.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-006,ARC-TARGET;ARC-SECRET,IF-OBSERVER-CMD,,TASK-0805,VT-SEC-006,validation/evidence/VT-SEC-006.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-007,ARC-TARGET;ARC-SECRET,IF-LIFECYCLE,,TASK-0306,VT-SEC-007,validation/evidence/VT-SEC-007.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-007,ARC-TARGET;ARC-SECRET,IF-LIFECYCLE,,TASK-0805,VT-SEC-007,validation/evidence/VT-SEC-007.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-008,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0306,VT-SEC-008,validation/evidence/VT-SEC-008.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-008,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0805,VT-SEC-008,validation/evidence/VT-SEC-008.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-009,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0308,VT-SEC-009,validation/evidence/VT-SEC-009.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-009,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0503,VT-SEC-009,validation/evidence/VT-SEC-009.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-009,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0805,VT-SEC-009,validation/evidence/VT-SEC-009.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-010,ARC-TARGET;ARC-SECRET,IF-REPORT,,TASK-0308,VT-SEC-010,validation/evidence/VT-SEC-010.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-010,ARC-TARGET;ARC-SECRET,IF-REPORT,,TASK-0503,VT-SEC-010,validation/evidence/VT-SEC-010.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-010,ARC-TARGET;ARC-SECRET,IF-REPORT,,TASK-0805,VT-SEC-010,validation/evidence/VT-SEC-010.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-011,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0308,VT-SEC-011,validation/evidence/VT-SEC-011.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-011,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0805,VT-SEC-011,validation/evidence/VT-SEC-011.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-012,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0105,VT-SEC-012,validation/evidence/VT-SEC-012.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-012,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0308,VT-SEC-012,validation/evidence/VT-SEC-012.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-012,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0805,VT-SEC-012,validation/evidence/VT-SEC-012.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-013,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0106,VT-SEC-013,validation/evidence/VT-SEC-013.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-013,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0805,VT-SEC-013,validation/evidence/VT-SEC-013.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-014,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0106,VT-SEC-014,validation/evidence/VT-SEC-014.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-015,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0107,VT-SEC-015,validation/evidence/VT-SEC-015.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-015,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0201,VT-SEC-015,validation/evidence/VT-SEC-015.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-015,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0605,VT-SEC-015,validation/evidence/VT-SEC-015.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-015,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0805,VT-SEC-015,validation/evidence/VT-SEC-015.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-016,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0105,VT-SEC-016,validation/evidence/VT-SEC-016.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-016,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0805,VT-SEC-016,validation/evidence/VT-SEC-016.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-017,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0106,VT-SEC-017,validation/evidence/VT-SEC-017.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-017,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0107,VT-SEC-017,validation/evidence/VT-SEC-017.json
STAKE-005,GOAL-004,UC-002;UC-004,SEC-017,ARC-TARGET;ARC-SECRET,ARC-TARGET;ARC-SECRET,,TASK-0502,VT-SEC-017,validation/evidence/VT-SEC-017.json
